,datetime,close,high,low,open,volume,instrument,SUPERT_7_3.0,SUPERTd_7_3.0,SUPERTl_7_3.0,SUPERTs_7_3.0,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
20,2014-02-21 00:00:00,97.65,98.25,97.3,97.3,6484994,HINDALCO,95.98639397545496,1,95.98639397545496,,,109.92993238750707,0.19999999999999998,0
21,2014-02-24 00:00:00,97.45,98.8,96.7,97.65,8047904,HINDALCO,95.98639397545496,1,95.98639397545496,,,107.35394591000565,0.2,0
22,2014-02-25 00:00:00,98.8,99.05,97.0,97.15,15034041,HINDALCO,95.98639397545496,1,95.98639397545496,,,105.22315672800453,0.2,0
23,2014-02-26 00:00:00,98.4,99.75,98.05,99.75,12130348,HINDALCO,95.98639397545496,1,95.98639397545496,,,103.51852538240362,0.2,0
24,2014-02-28 00:00:00,105.35,106.4,99.0,99.0,26493472,HINDALCO,95.98639397545496,1,95.98639397545496,,96.7,,0.02,1
25,2014-03-03 00:00:00,105.6,107.35,104.7,105.0,9870841,HINDALCO,96.74386610400894,1,96.74386610400894,,96.894,,0.04,0
26,2014-03-04 00:00:00,113.6,114.25,105.4,105.4,16427565,HINDALCO,98.03122758963113,1,98.03122758963113,,97.31224,,0.06,0
27,2014-03-05 00:00:00,115.75,117.2,112.2,114.85,12023136,HINDALCO,102.44094820652077,1,102.44094820652077,,98.3285056,,0.08,0
28,2014-03-06 00:00:00,120.8,121.2,114.7,115.75,16609108,HINDALCO,104.64253037819608,1,104.64253037819608,,99.838225152,,0.1,0
29,2014-03-07 00:00:00,124.55,125.85,119.8,120.1,15695038,HINDALCO,108.81773247773822,1,108.81773247773822,,101.97440263680001,,0.12000000000000001,0
30,2014-03-10 00:00:00,121.95,123.5,121.0,123.05,8823020,HINDALCO,108.81773247773822,1,108.81773247773822,,104.839474320384,,0.12000000000000001,0
31,2014-03-11 00:00:00,117.4,121.9,116.2,121.9,14421017,HINDALCO,108.81773247773822,1,108.81773247773822,,107.36073740193793,,0.12000000000000001,0
32,2014-03-12 00:00:00,114.75,118.4,113.95,115.7,9497798,HINDALCO,108.81773247773822,1,108.81773247773822,,109.57944891370538,,0.12000000000000001,0
33,2014-03-13 00:00:00,115.65,118.95,114.5,114.5,6402750,HINDALCO,108.81773247773822,1,108.81773247773822,,111.53191504406072,,0.12000000000000001,0
34,2014-03-14 00:00:00,115.2,116.1,113.5,114.7,5684021,HINDALCO,108.81773247773822,1,108.81773247773822,,113.25008523877344,,0.12000000000000001,0
35,2014-03-18 00:00:00,114.85,116.4,114.2,116.0,8034386,HINDALCO,108.81773247773822,1,108.81773247773822,,,125.85,0.02,1
36,2014-03-19 00:00:00,120.05,121.1,114.05,115.25,15915307,HINDALCO,108.81773247773822,1,108.81773247773822,,,125.61699999999999,0.04,0
37,2014-03-20 00:00:00,119.65,121.95,119.0,119.65,7021283,HINDALCO,108.81773247773822,1,108.81773247773822,,,125.15431999999998,0.04,0
38,2014-03-21 00:00:00,123.5,124.0,119.8,120.55,10588714,HINDALCO,109.12280134761531,1,109.12280134761531,,,124.71014719999998,0.04,0
39,2014-03-22 00:00:00,121.2,123.15,120.75,123.15,652207,HINDALCO,109.82113209020692,1,109.82113209020692,,,124.28374131199998,0.04,0
40,2014-03-24 00:00:00,121.6,122.5,118.2,120.0,7514958,HINDALCO,109.82113209020692,1,109.82113209020692,,,124.0,0.04,0
41,2014-03-25 00:00:00,120.75,122.65,120.25,120.95,8547719,HINDALCO,109.9319309476442,1,109.9319309476442,,,123.602,0.04,0
42,2014-03-26 00:00:00,125.4,125.95,121.1,121.1,14059505,HINDALCO,111.42289706281213,1,111.42289706281213,,114.05,,0.02,1
43,2014-03-27 00:00:00,125.4,126.45,124.05,125.2,6763076,HINDALCO,113.84912462605256,1,113.84912462605256,,114.288,,0.04,0
44,2014-03-28 00:00:00,130.9,131.7,125.0,125.4,9719662,HINDALCO,115.70498256220884,1,115.70498256220884,,114.77448,,0.06,0
45,2014-03-31 00:00:00,141.75,142.95,131.05,132.0,27873616,HINDALCO,120.99386294617857,1,120.99386294617857,,115.7900112,,0.08,0
46,2014-04-01 00:00:00,138.2,142.5,136.1,142.0,12584698,HINDALCO,122.83721659739336,1,122.83721659739336,,117.962810304,,0.08,0
47,2014-04-02 00:00:00,136.0,139.55,134.6,139.0,10111996,HINDALCO,122.83721659739336,1,122.83721659739336,,119.96178547968,,0.08,0
48,2014-04-03 00:00:00,137.15,140.9,133.3,136.0,10256995,HINDALCO,122.83721659739336,1,122.83721659739336,,121.80084264130561,,0.08,0
49,2014-04-04 00:00:00,137.65,139.4,136.1,137.9,5444146,HINDALCO,122.83721659739336,1,122.83721659739336,,123.49277523000116,,0.08,0
50,2014-04-07 00:00:00,137.35,138.95,134.2,137.5,4661247,HINDALCO,122.83721659739336,1,122.83721659739336,,125.04935321160106,,0.08,0
51,2014-04-09 00:00:00,142.9,143.95,137.8,138.0,9943888,HINDALCO,124.44949500917033,1,124.44949500917033,,126.48140495467297,,0.1,0
52,2014-04-10 00:00:00,142.5,145.1,140.6,143.5,8923225,HINDALCO,126.84256233618613,1,126.84256233618613,,128.22826445920566,,0.12000000000000001,0
53,2014-04-11 00:00:00,140.7,143.25,139.2,141.1,5404598,HINDALCO,126.84256233618613,1,126.84256233618613,,130.25287272410097,,0.12000000000000001,0
54,2014-04-15 00:00:00,134.05,142.1,133.2,140.7,5422799,HINDALCO,126.84256233618613,1,126.84256233618613,,132.03452799720884,,0.12000000000000001,0
55,2014-04-16 00:00:00,135.45,137.85,131.6,133.3,8006291,HINDALCO,126.84256233618613,1,126.84256233618613,,,145.1,0.02,1
56,2014-04-17 00:00:00,141.45,142.0,135.0,135.75,8629888,HINDALCO,126.84256233618613,1,126.84256233618613,,,144.82999999999998,0.02,0
57,2014-04-21 00:00:00,143.5,144.5,141.5,141.8,4436455,HINDALCO,126.84256233618613,1,126.84256233618613,,,144.56539999999998,0.02,0
58,2014-04-22 00:00:00,144.85,147.2,140.3,142.0,6223989,HINDALCO,126.84256233618613,1,126.84256233618613,,131.6,,0.02,1
59,2014-04-23 00:00:00,145.15,146.0,142.8,145.0,5031335,HINDALCO,128.30421843701725,1,128.30421843701725,,131.912,,0.02,0
60,2014-04-25 00:00:00,143.75,146.9,142.2,143.3,4116077,HINDALCO,128.73935752036024,1,128.73935752036024,,132.21776,,0.02,0
61,2014-04-28 00:00:00,141.25,145.3,140.8,143.0,4118525,HINDALCO,128.73935752036024,1,128.73935752036024,,132.5174048,,0.02,0
62,2014-04-29 00:00:00,137.2,143.0,136.3,141.0,4775590,HINDALCO,128.73935752036024,1,128.73935752036024,,132.811056704,,0.02,0
63,2014-04-30 00:00:00,134.3,138.85,132.05,136.65,7609347,HINDALCO,128.73935752036024,1,128.73935752036024,,,147.2,0.02,1
64,2014-05-02 00:00:00,131.65,136.0,130.25,135.2,5364611,HINDALCO,128.73935752036024,1,128.73935752036024,,,146.897,0.04,0
65,2014-05-05 00:00:00,138.9,141.0,129.85,130.0,9715098,HINDALCO,128.73935752036024,1,128.73935752036024,,,146.23112,0.06,0
66,2014-05-06 00:00:00,138.7,140.65,135.8,139.4,4170017,HINDALCO,128.73935752036024,1,128.73935752036024,,,145.24825280000002,0.06,0
67,2014-05-07 00:00:00,135.2,138.65,134.3,138.35,3592081,HINDALCO,128.73935752036024,1,128.73935752036024,,,144.32435763200002,0.06,0
68,2014-05-08 00:00:00,136.75,139.1,135.0,136.25,4178306,HINDALCO,128.73935752036024,1,128.73935752036024,,,143.45589617408,0.06,0
69,2014-05-09 00:00:00,144.1,144.7,136.5,136.5,7371362,HINDALCO,128.73935752036024,1,128.73935752036024,,129.85,,0.02,1
70,2014-05-12 00:00:00,143.4,144.8,140.55,143.5,8081158,HINDALCO,128.73935752036024,1,128.73935752036024,,130.147,,0.04,0
71,2014-05-13 00:00:00,142.2,149.8,141.2,144.0,16612600,HINDALCO,128.73935752036024,1,128.73935752036024,,130.73311999999999,,0.06,0
72,2014-05-14 00:00:00,141.2,145.8,140.4,142.2,12157631,HINDALCO,128.73935752036024,1,128.73935752036024,,131.8771328,,0.06,0
73,2014-05-15 00:00:00,138.5,143.45,137.1,142.0,6154288,HINDALCO,128.73935752036024,1,128.73935752036024,,132.952504832,,0.06,0
74,2014-05-16 00:00:00,141.2,145.95,139.1,141.9,13107049,HINDALCO,128.73935752036024,1,128.73935752036024,,133.96335454208,,0.06,0
75,2014-05-19 00:00:00,152.05,152.95,142.0,142.6,13751989,HINDALCO,128.73935752036024,1,128.73935752036024,,134.9135532695552,,0.08,0
76,2014-05-20 00:00:00,156.2,159.0,152.35,155.15,9385502,HINDALCO,134.4992614867214,1,134.4992614867214,,136.35646900799077,,0.1,0
77,2014-05-21 00:00:00,159.7,163.65,152.05,156.1,13573762,HINDALCO,134.7279247928593,1,134.7279247928593,,138.62082210719169,,0.12000000000000001,0
78,2014-05-22 00:00:00,155.1,161.85,154.0,161.85,12270836,HINDALCO,134.74179231279953,1,134.74179231279953,,141.62432345432867,,0.12000000000000001,0
79,2014-05-23 00:00:00,152.05,156.95,149.7,156.95,19542712,HINDALCO,134.74179231279953,1,134.74179231279953,,144.26740463980923,,0.12000000000000001,0
80,2014-05-26 00:00:00,147.1,155.2,143.7,155.0,12522081,HINDALCO,134.74179231279953,1,134.74179231279953,,,163.65,0.02,1
81,2014-05-27 00:00:00,149.65,150.5,141.75,147.9,13805470,HINDALCO,134.74179231279953,1,134.74179231279953,,,163.251,0.04,0
82,2014-05-28 00:00:00,147.2,151.55,146.1,149.7,11376239,HINDALCO,134.74179231279953,1,134.74179231279953,,,162.39096,0.04,0
83,2014-05-29 00:00:00,149.3,153.2,143.1,146.5,19321960,HINDALCO,134.74179231279953,1,134.74179231279953,,,161.5653216,0.04,0
84,2014-05-30 00:00:00,148.0,152.5,147.0,151.5,11040937,HINDALCO,134.74179231279953,1,134.74179231279953,,,160.772708736,0.04,0
85,2014-06-02 00:00:00,150.05,151.15,146.35,147.3,13844656,HINDALCO,134.74179231279953,1,134.74179231279953,,,160.01180038656,0.04,0
86,2014-06-03 00:00:00,155.2,155.7,149.35,150.7,23276134,HINDALCO,134.74179231279953,1,134.74179231279953,,,159.2813283710976,0.04,0
87,2014-06-04 00:00:00,160.7,161.75,155.2,156.0,15948295,HINDALCO,137.06496932022844,1,137.06496932022844,,141.75,,0.02,1
88,2014-06-05 00:00:00,169.85,171.0,159.95,160.6,20296986,HINDALCO,142.38782869187887,1,142.38782869187887,,142.15,,0.04,0
89,2014-06-06 00:00:00,169.25,172.1,165.3,172.0,13769155,HINDALCO,145.99671072992865,1,145.99671072992865,,143.304,,0.06,0
90,2014-06-09 00:00:00,169.6,173.65,167.6,169.8,10337636,HINDALCO,148.57218123943852,1,148.57218123943852,,145.03176,,0.08,0
91,2014-06-10 00:00:00,169.75,173.35,162.2,169.65,13457788,HINDALCO,148.57218123943852,1,148.57218123943852,,147.3212192,,0.08,0
92,2014-06-11 00:00:00,162.65,171.5,161.0,170.0,11473448,HINDALCO,148.57218123943852,1,148.57218123943852,,149.427521664,,0.08,0
93,2014-06-12 00:00:00,169.25,170.0,162.0,162.8,13367632,HINDALCO,148.57218123943852,1,148.57218123943852,,151.36531993088002,,0.08,0
94,2014-06-13 00:00:00,162.35,169.45,158.5,169.45,11006055,HINDALCO,148.57218123943852,1,148.57218123943852,,153.14809433640963,,0.08,0
95,2014-06-16 00:00:00,161.2,168.25,158.6,161.5,10365321,HINDALCO,148.57218123943852,1,148.57218123943852,,154.78824678949687,,0.08,0
96,2014-06-17 00:00:00,162.65,163.7,157.0,161.0,9823831,HINDALCO,148.57218123943852,1,148.57218123943852,,156.29718704633711,,0.08,0
97,2014-06-18 00:00:00,166.8,169.6,161.35,161.35,14186255,HINDALCO,148.57218123943852,1,148.57218123943852,,157.0,,0.08,0
98,2014-06-19 00:00:00,167.75,170.7,164.15,167.95,14719990,HINDALCO,148.57218123943852,1,148.57218123943852,,157.0,,0.08,0
99,2014-06-20 00:00:00,163.8,169.8,163.0,167.9,8800606,HINDALCO,148.57218123943852,1,148.57218123943852,,158.332,,0.08,0
100,2014-06-23 00:00:00,165.3,167.4,163.15,163.5,8765528,HINDALCO,148.57218123943852,1,148.57218123943852,,159.55743999999999,,0.08,0
101,2014-06-24 00:00:00,166.8,168.35,165.3,166.1,6166113,HINDALCO,148.57218123943852,1,148.57218123943852,,160.68484479999998,,0.08,0
102,2014-06-25 00:00:00,166.7,168.0,165.65,167.0,4898203,HINDALCO,148.57218123943852,1,148.57218123943852,,161.72205721599997,,0.08,0
103,2014-06-26 00:00:00,165.25,168.25,164.0,166.5,7655847,HINDALCO,148.57218123943852,1,148.57218123943852,,162.67629263871996,,0.08,0
104,2014-06-27 00:00:00,160.9,165.3,160.25,165.1,6538554,HINDALCO,148.57218123943852,1,148.57218123943852,,,173.65,0.02,1
105,2014-06-30 00:00:00,164.2,165.3,160.0,160.5,5259988,HINDALCO,148.57218123943852,1,148.57218123943852,,,173.382,0.04,0
106,2014-07-01 00:00:00,175.25,177.2,167.2,167.2,18819612,HINDALCO,151.94339799247325,1,151.94339799247325,,160.0,,0.02,1
107,2014-07-02 00:00:00,178.25,179.15,174.05,177.8,11699288,HINDALCO,157.0514840421646,1,157.0514840421646,,160.0,,0.04,0
108,2014-07-03 00:00:00,173.75,180.75,172.85,178.25,12055737,HINDALCO,157.0514840421646,1,157.0514840421646,,160.766,,0.06,0
109,2014-07-04 00:00:00,173.25,174.55,171.05,171.95,6733395,HINDALCO,157.0514840421646,1,157.0514840421646,,161.96504,,0.06,0
110,2014-07-07 00:00:00,174.5,175.85,172.1,173.45,7093773,HINDALCO,157.0514840421646,1,157.0514840421646,,163.0921376,,0.06,0
111,2014-07-08 00:00:00,169.0,175.9,168.15,174.7,6479098,HINDALCO,157.0514840421646,1,157.0514840421646,,164.151609344,,0.06,0
112,2014-07-09 00:00:00,170.55,177.6,167.3,168.35,11753471,HINDALCO,157.0514840421646,1,157.0514840421646,,165.14751278336,,0.06,0
113,2014-07-10 00:00:00,176.25,184.9,168.3,172.0,13850220,HINDALCO,157.0514840421646,1,157.0514840421646,,166.0836620163584,,0.08,0
114,2014-07-11 00:00:00,166.75,177.65,165.35,176.5,9546897,HINDALCO,157.0514840421646,1,157.0514840421646,,,184.9,0.02,1
115,2014-07-14 00:00:00,173.4,175.0,165.0,165.45,7338881,HINDALCO,157.0514840421646,1,157.0514840421646,,,184.9,0.04,0
116,2014-07-15 00:00:00,174.7,176.4,167.65,175.4,8803424,HINDALCO,157.0514840421646,1,157.0514840421646,,,184.104,0.04,0
117,2014-07-16 00:00:00,182.3,183.3,174.3,176.0,10109551,HINDALCO,157.0514840421646,1,157.0514840421646,,,183.33984,0.04,0
118,2014-07-17 00:00:00,188.65,189.5,180.6,183.3,11547823,HINDALCO,158.30479364639612,1,158.30479364639612,,165.0,,0.02,1
119,2014-07-18 00:00:00,184.6,187.15,183.55,187.0,9555163,HINDALCO,160.239823143137,1,160.239823143137,,165.49,,0.02,0
120,2014-07-21 00:00:00,183.85,186.0,179.2,185.85,12711833,HINDALCO,160.239823143137,1,160.239823143137,,165.9702,,0.02,0
121,2014-07-22 00:00:00,188.25,190.0,183.0,184.6,12856830,HINDALCO,162.55374762459937,1,162.55374762459937,,166.440796,,0.04,0
122,2014-07-23 00:00:00,193.75,194.5,189.0,189.0,16908175,HINDALCO,168.54606939756133,1,168.54606939756133,,167.38316416,,0.06,0
123,2014-07-24 00:00:00,198.0,198.9,192.5,194.2,14784601,HINDALCO,173.06805948695774,1,173.06805948695774,,169.0101743104,,0.08,0
124,2014-07-25 00:00:00,191.8,198.9,190.5,198.9,14535973,HINDALCO,173.06805948695774,1,173.06805948695774,,171.401360365568,,0.08,0
125,2014-07-28 00:00:00,187.8,194.4,186.5,191.8,7659739,HINDALCO,173.06805948695774,1,173.06805948695774,,173.60125153632256,,0.08,0
126,2014-07-30 00:00:00,192.6,193.8,186.1,188.05,10593328,HINDALCO,173.06805948695774,1,173.06805948695774,,175.62515141341677,,0.08,0
127,2014-07-31 00:00:00,191.7,195.0,188.65,193.1,13370034,HINDALCO,173.06805948695774,1,173.06805948695774,,177.48713930034344,,0.08,0
128,2014-08-01 00:00:00,184.3,194.7,183.15,189.7,12377607,HINDALCO,173.06805948695774,1,173.06805948695774,,179.20016815631598,,0.08,0
129,2014-08-04 00:00:00,190.9,193.15,184.1,184.1,9443678,HINDALCO,173.06805948695774,1,173.06805948695774,,180.7761547038107,,0.08,0
130,2014-08-05 00:00:00,195.65,196.6,189.1,191.4,10095697,HINDALCO,173.06805948695774,1,173.06805948695774,,182.22606232750584,,0.08,0
131,2014-08-06 00:00:00,191.75,196.7,190.95,194.25,6055467,HINDALCO,173.06805948695774,1,173.06805948695774,,183.55997734130537,,0.08,0
132,2014-08-07 00:00:00,189.1,193.35,188.1,192.0,7742761,HINDALCO,173.06805948695774,1,173.06805948695774,,184.78717915400094,,0.08,0
133,2014-08-08 00:00:00,183.95,187.2,180.55,186.8,9919821,HINDALCO,173.06805948695774,1,173.06805948695774,,,198.9,0.02,1
134,2014-08-11 00:00:00,185.65,187.9,184.5,185.0,4670064,HINDALCO,173.06805948695774,1,173.06805948695774,,,198.53300000000002,0.02,0
135,2014-08-12 00:00:00,185.4,187.8,183.3,187.8,7032239,HINDALCO,173.06805948695774,1,173.06805948695774,,,198.17334000000002,0.02,0
136,2014-08-13 00:00:00,180.05,185.45,177.15,184.55,7549317,HINDALCO,173.06805948695774,1,173.06805948695774,,,197.82087320000002,0.04,0
137,2014-08-14 00:00:00,178.6,183.45,175.75,180.8,14030737,HINDALCO,173.06805948695774,1,173.06805948695774,,,196.994038272,0.06,0
138,2014-08-18 00:00:00,182.25,185.25,176.05,176.45,9334923,HINDALCO,173.06805948695774,1,173.06805948695774,,,195.71939597568002,0.06,0
139,2014-08-19 00:00:00,180.85,185.65,179.8,182.4,10288612,HINDALCO,173.06805948695774,1,173.06805948695774,,,194.52123221713921,0.06,0
140,2014-08-20 00:00:00,180.35,183.0,179.45,180.45,10604946,HINDALCO,173.06805948695774,1,173.06805948695774,,,193.39495828411086,0.06,0
141,2014-08-21 00:00:00,177.9,182.35,176.5,179.0,7638544,HINDALCO,173.06805948695774,1,173.06805948695774,,,192.3362607870642,0.06,0
142,2014-08-22 00:00:00,182.5,184.15,178.05,178.05,8364204,HINDALCO,173.06805948695774,1,173.06805948695774,,,191.34108513984035,0.06,0
143,2014-08-25 00:00:00,164.85,184.7,160.15,183.75,18698120,HINDALCO,199.59059396910618,-1,,199.59059396910618,,190.40562003144993,0.08,0
144,2014-08-26 00:00:00,170.5,171.6,157.7,159.0,22135877,HINDALCO,193.89193768828054,-1,,193.89193768828054,,187.98517042893394,0.1,0
145,2014-08-27 00:00:00,172.3,173.3,168.25,171.0,9876204,HINDALCO,193.89193768828054,-1,,193.89193768828054,,184.95665338604056,0.1,0
146,2014-08-28 00:00:00,170.1,173.8,169.5,171.85,6182439,HINDALCO,193.89193768828054,-1,,193.89193768828054,,182.2309880474365,0.1,0
147,2014-09-01 00:00:00,176.15,178.95,169.4,171.9,11752433,HINDALCO,193.89193768828054,-1,,193.89193768828054,,179.77788924269285,0.1,0
148,2014-09-02 00:00:00,174.85,177.5,173.5,176.0,7741063,HINDALCO,193.89193768828054,-1,,193.89193768828054,,178.95,0.1,0
149,2014-09-03 00:00:00,175.1,177.25,173.2,174.0,8545333,HINDALCO,193.89193768828054,-1,,193.89193768828054,157.7,,0.02,1
150,2014-09-04 00:00:00,169.5,174.95,165.85,173.3,6861332,HINDALCO,193.2814677108729,-1,,193.2814677108729,158.09099999999998,,0.02,0
151,2014-09-05 00:00:00,167.7,172.45,166.05,168.55,5787423,HINDALCO,191.60554375213587,-1,,191.60554375213587,158.47418,,0.02,0
152,2014-09-08 00:00:00,173.45,174.0,168.1,168.1,8514685,HINDALCO,191.60554375213587,-1,,191.60554375213587,158.8496964,,0.02,0
153,2014-09-09 00:00:00,172.9,174.95,169.35,172.5,7951226,HINDALCO,191.60554375213587,-1,,191.60554375213587,159.21770247199998,,0.02,0
154,2014-09-10 00:00:00,172.9,174.9,170.1,170.6,4651282,HINDALCO,191.60554375213587,-1,,191.60554375213587,159.57834842256,,0.02,0
155,2014-09-11 00:00:00,173.0,175.45,171.7,172.05,4690133,HINDALCO,191.60554375213587,-1,,191.60554375213587,159.9317814541088,,0.02,0
156,2014-09-12 00:00:00,168.6,173.45,167.1,173.0,6512210,HINDALCO,189.19722634702987,-1,,189.19722634702987,160.27814582502663,,0.02,0
157,2014-09-15 00:00:00,163.6,168.75,162.95,167.95,8421482,HINDALCO,184.5547654403046,-1,,184.5547654403046,160.6175829085261,,0.02,0
158,2014-09-16 00:00:00,160.35,165.95,160.0,162.0,8528462,HINDALCO,181.55765609168643,-1,,181.55765609168643,,177.25,0.02,1
159,2014-09-17 00:00:00,160.65,163.3,157.0,162.05,7797094,HINDALCO,178.77799093573228,-1,,178.77799093573228,,176.905,0.04,0
160,2014-09-18 00:00:00,163.0,165.25,159.45,160.5,4836865,HINDALCO,178.77799093573228,-1,,178.77799093573228,,176.1088,0.04,0
161,2014-09-19 00:00:00,164.3,166.5,162.1,163.3,8650571,HINDALCO,178.77799093573228,-1,,178.77799093573228,,175.344448,0.04,0
162,2014-09-22 00:00:00,162.2,165.35,160.25,164.1,5133026,HINDALCO,178.77799093573228,-1,,178.77799093573228,,174.61067008,0.04,0
163,2014-09-23 00:00:00,157.15,164.0,155.2,161.55,7484298,HINDALCO,178.25059402445217,-1,,178.25059402445217,,173.9062432768,0.06,0
164,2014-09-24 00:00:00,156.1,162.5,148.7,155.6,22873474,HINDALCO,177.50050916385024,-1,,177.50050916385024,,172.783868680192,0.08,0
165,2014-09-25 00:00:00,149.15,155.65,133.05,154.8,31086655,HINDALCO,173.00043642621804,-1,,173.00043642621804,,170.85715918577665,0.1,0
166,2014-09-26 00:00:00,157.25,159.1,146.1,146.7,13351556,HINDALCO,173.00043642621804,-1,,173.00043642621804,,167.07644326719898,0.1,0
167,2014-09-29 00:00:00,159.7,161.65,153.6,157.8,9198699,HINDALCO,173.00043642621804,-1,,173.00043642621804,,163.6737989404791,0.1,0
168,2014-09-30 00:00:00,156.75,163.0,155.9,158.5,10734306,HINDALCO,173.00043642621804,-1,,173.00043642621804,133.05,,0.02,1
169,2014-10-01 00:00:00,155.25,158.4,152.65,155.2,8703260,HINDALCO,173.00043642621804,-1,,173.00043642621804,133.649,,0.02,0
170,2014-10-07 00:00:00,148.25,154.55,147.25,153.8,12921339,HINDALCO,173.00043642621804,-1,,173.00043642621804,134.23602,,0.02,0
171,2014-10-08 00:00:00,148.8,149.8,145.7,146.8,9467940,HINDALCO,171.97442912306755,-1,,171.97442912306755,134.81129959999998,,0.02,0
172,2014-10-09 00:00:00,157.85,158.5,151.1,151.1,12406852,HINDALCO,171.97442912306755,-1,,171.97442912306755,135.37507360799998,,0.02,0
173,2014-10-10 00:00:00,150.15,155.05,149.45,155.05,10095610,HINDALCO,171.97442912306755,-1,,171.97442912306755,135.92757213583997,,0.02,0
174,2014-10-13 00:00:00,151.1,152.0,147.4,149.7,7777533,HINDALCO,171.97442912306755,-1,,171.97442912306755,136.46902069312316,,0.02,0
175,2014-10-14 00:00:00,151.0,155.2,147.55,151.6,11878963,HINDALCO,171.97442912306755,-1,,171.97442912306755,136.9996402792607,,0.02,0
176,2014-10-16 00:00:00,142.4,151.0,141.3,151.0,11734190,HINDALCO,170.28450115195875,-1,,170.28450115195875,137.51964747367546,,0.02,0
177,2014-10-17 00:00:00,139.45,144.0,138.15,143.0,13305567,HINDALCO,164.268858130249,-1,,164.268858130249,138.02925452420195,,0.02,0
178,2014-10-20 00:00:00,146.5,147.55,141.95,143.0,10451491,HINDALCO,164.268858130249,-1,,164.268858130249,138.15,,0.02,0
179,2014-10-21 00:00:00,147.9,150.9,147.05,147.55,8449946,HINDALCO,164.268858130249,-1,,164.268858130249,138.15,,0.02,0
180,2014-10-22 00:00:00,148.45,151.0,145.5,150.0,7869325,HINDALCO,164.268858130249,-1,,164.268858130249,138.647,,0.02,0
181,2014-10-23 00:00:00,149.25,149.95,149.0,149.9,657080,HINDALCO,164.268858130249,-1,,164.268858130249,139.13406,,0.02,0
182,2014-10-27 00:00:00,147.35,151.5,146.55,150.0,6682773,HINDALCO,164.268858130249,-1,,164.268858130249,139.6113788,,0.02,0
183,2014-10-28 00:00:00,147.7,148.9,144.65,146.6,6866486,HINDALCO,164.19342425285822,-1,,164.19342425285822,140.07915122400001,,0.02,0
